日付,証明番号,ゲーム,カード番号,キャラ名,セット,仕入値,出品数,全体中央値,TOP中央値,目標価格,損益分岐,乖離率,判定,出品価格
2026-05-02,142170100,One Piece Card Game,007,Jewelry Bonney,Two Legends,26500,45,336.00,350.00,283.30,245.15,-16%,GO,319.98
2026-05-02,149926805,One Piece Card Game,109,Monkey D. Luffy,500 Years in the Future,11500,158,132.85,125.99,145.52,116.12,10%,保留,145.98
2026-05-02,111141823,One Piece Card Game,024,Monkey D. Luffy,Premium Booster -One Piece Card the Best-,14999,45,200.00,199.99,183.24,146.22,-8%,GO,190.98
2026-05-03,149249689,One Piece Card Game,001,Sanji,Premium Booster -One Piece Card the Best-,12000,25,184.20,137.00,150.91,120.42,-18%,GO,174.98
2026-05-03,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.01,135.91,107%,NO-GO,
2026-05-03,107426544,One Piece Card Game,019,Jewelry Bonney Weekly Shonen Jump '24-#35,Promo Cards,8200,39,135.00,109.98,109.95,87.74,-19%,GO,128.98
2026-05-03,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,470,115.00,115.00,199.42,159.13,73%,NO-GO,
2026-05-03,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,18999,30,134.99,125.00,226.35,180.63,68%,NO-GO,
2026-05-03,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,75,139.99,149.00,225.16,179.67,61%,NO-GO,
2026-05-03,120628342,Pokemon,246,Fa/Elesa's Sparkle Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,10899,48,139.99,164.21,139.04,110.95,-1%,GO,132.98
2026-05-03,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,8400,64,82.99,79.59,122.44,89.46,48%,保留,122.98
2026-05-03,114060943,One Piece Card Game,057,Shirahoshi,A Fist of Divine Speed,0,49,223.40,197.00,19.88,17.20,-91%,GO,212.98
2026-05-03,154361987,One Piece Card Game,001,Monkey D. Luffy Ichiban Kuji Purchase Bonus,Promo Cards,16500,99,225.00,225.00,183.90,159.13,-18%,GO,213.98
2026-05-03,149927533,One Piece Card Game,112,Nami Mini-Tin Pk Set VOL.2-Bisai,Mini-Tin Pack Set VOL.2,16500,18,255.00,255.00,183.90,159.13,-28%,GO,242.98
2026-05-03,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,9900,6,66.59,66.59,140.10,102.36,110%,NO-GO,
2026-05-03,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,16500,83,100.00,100.00,217.80,159.13,118%,NO-GO,
2026-05-03,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,77,144.70,139.00,215.59,172.03,49%,保留,215.98
2026-05-03,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,16000,1103,100.00,100.00,211.91,154.83,112%,NO-GO,
2026-05-03,138765472,Pokemon,108,Fa/Rayquaza Vmax Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,25800,32,264.00,264.00,276.34,239.13,5%,保留,276.98
2026-05-03,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,20000,75,139.99,149.00,237.14,189.24,69%,NO-GO,
2026-05-03,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,82,59.99,69.99,270.87,179.67,352%,NO-GO,
2026-05-03,150033460,Pokemon,088,Gengar Ex Super,POKEMON JAPANESE SV5K-WILD FORCE,27999,59,350.00,317.64,298.20,258.04,-15%,GO,332.98
2026-05-03,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,98,149.98,149.90,226.36,180.63,51%,NO-GO,
2026-05-03,139761896,Pokemon,002,Fa/Gengar Vmax Gengar Vmax High-Cls.dk.,POKEMON JAPANESE SWORD & SHIELD GENGAR VMAX HIGH-CLASS DECK,19780,1,144.99,,234.77,187.34,62%,NO-GO,
2026-05-03,146711355,Pokemon,008,Snorlax SD.100 Corocoro Comic Ver.,POKEMON JAPANESE SWORD & SHIELD START DECK 100 COROCORO COMIC VERSION,12221,0,,,,,,先行出品,167.98
2026-05-03,131017208,Pokemon,011,Radiant Charizard,POKEMON GO JAPANESE,8997,56,244.87,202.99,109.31,94.59,-55%,GO,232.98
2026-05-03,149883973,One Piece Card Game,006,Tony Tony Chopper,25th Anniversary Premium Card Collection,15997,18,2250.00,2249.49,178.90,154.80,-92%,GO,2137.98
2026-05-03,150849687,One Piece Card Game,001,Roronoa Zoro,25th Anniversary Premium Card Collection,12998,82,300.00,299.94,149.09,129.01,-50%,GO,285.98
2026-05-03,150849703,One Piece Card Game,041,Monkey D. Luffy,Promo Cards,14444,84,199.99,199.40,177.25,141.45,-11%,GO,189.98
2026-05-03,149883963,One Piece Card Game,013,Roronoa Zoro Premium Card Coll -Film Red-,Premium Card Collection -One Piece Film Red-,9999,39,250.00,299.99,119.28,103.21,-52%,GO,237.98
2026-05-03,146847321,One Piece Card Game,061,Uta,Extra Booster -One Piece Heroines Edition-,9999,22,1122.99,1120.00,119.28,103.21,-89%,GO,1066.98
2026-05-04,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,15500,77,105.00,100.00,187.95,149.98,79%,NO-GO,
2026-05-04,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,16000,1093,100.00,100.00,211.13,154.26,111%,NO-GO,
2026-05-04,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,74,139.99,149.00,214.79,171.40,53%,NO-GO,
2026-05-04,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,19800,80,59.99,69.99,281.66,186.83,370%,NO-GO,
2026-05-04,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,98,149.99,149.98,225.53,179.97,50%,NO-GO,
2026-05-04,83387976,Pokemon,7,Charizard Gx Detective Pikachu,POKEMON JAPANESE SUN & MOON DETECTIVE PIKACHU,14442,4,500.00,500.00,162.84,140.91,-67%,GO,475.98
2026-05-04,150849687,One Piece Card Game,001,Roronoa Zoro,25th Anniversary Premium Card Collection,12998,75,305.00,299.94,148.54,128.53,-51%,GO,289.98
2026-05-04,146847321,One Piece Card Game,061,Uta,Extra Booster -One Piece Heroines Edition-,9999,21,1120.00,1120.00,118.84,102.83,-89%,GO,1064.98
2026-05-04,145320672,One Piece Card Game,031,Tashigi Official Event Prize,Promo Cards,14500,32,204.99,120.00,163.42,141.41,-20%,GO,194.98
2026-05-04,119968670,One Piece Card Game,085,Stussy,A Fist of Divine Speed,27000,30,239.90,289.99,287.21,248.53,20%,保留,287.98
2026-05-04,149598013,One Piece Card Game,001,Sabo,Awakening of the New Era,13550,26,140.00,129.99,167.00,133.26,19%,保留,167.98
2026-05-04,149445658,One Piece Card Game,033,Monkey D. Luffy Weekly Shonen Jump-#6-7,Promo Cards,12900,29,750.00,460.00,147.57,127.69,-80%,GO,712.98
2026-05-06,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,15000,77,115.00,109.99,181.69,144.99,58%,NO-GO,
2026-05-06,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,15900,1099,100.00,100.00,208.95,152.66,109%,NO-GO,
2026-05-06,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,17500,73,139.99,144.95,208.41,166.31,49%,保留,208.98
2026-05-06,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,81,59.99,69.99,268.58,178.15,348%,NO-GO,
2026-05-06,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,96,150.00,149.99,224.45,179.10,50%,保留,224.98
2026-05-06,141196085,Pokemon,004,Ho-Oh-Rev.foil 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,12222,0,,,,,,先行出品,166.98
2026-05-06,141820394,One Piece Card Game,111,Nico Robin Mini-Tin Pk Set VOL.2-Bisai,Mini-Tin Pack Set VOL.2,15000,3,279.98,,167.56,144.99,-40%,GO,265.98
2026-05-06,89187159,One Piece Card Game,044,Kaya Standard,Promo Cards,8450,24,101.49,119.99,111.69,89.13,10%,保留,111.98
2026-05-06,134141062,Dragon Ball Super Card Game,FB03-125,Pan : Gt FB03,New Adventure,21111,1,261.33,261.33,227.79,197.11,-13%,GO,248.98
2026-05-06,95640748,Dragon Ball Super Card Game,E01-06,Energy Marker,Energy Marker Pack 01,20000,2,379.98,379.98,216.84,187.63,-43%,GO,360.98
2026-05-06,88050963,Dragon Ball Super Card Game,FB01-071,Son Gohan : Childhood,Awakened Pulse,20000,9,296.00,296.00,216.84,187.63,-27%,GO,281.98
2026-05-06,153604745,Dragon Ball Super Card Game,FS03-15,Gigantic Meteor FB02,Blazing Aura,18700,1,210.00,,204.02,176.55,-3%,GO,199.98
2026-05-08,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,14000,80,115.00,110.00,172.39,137.56,50%,保留,172.98
2026-05-08,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,15400,1114,100.00,100.00,204.75,149.60,105%,NO-GO,
2026-05-08,89740092,Dragon Ball Super Card Game,FS02-04,Son Goku BCGF23-24 World Tour,Bandai Card Games Fest23-24 World Tour Promo,15900,0,,,,,,先行出品,210.98
2026-05-08,141265801,Pokemon,072,Greninja & Zoroark Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15800,3,101.66,288.36,191.78,153.04,89%,NO-GO,
2026-05-08,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12700,9,95.63,75.00,172.98,126.39,81%,NO-GO,
2026-05-08,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,14000,80,115.00,110.00,172.39,137.56,50%,保留,172.98
2026-05-08,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,15400,1114,100.00,100.00,204.75,149.60,105%,NO-GO,
2026-05-08,89740092,Dragon Ball Super Card Game,FS02-04,Son Goku BCGF23-24 World Tour,Bandai Card Games Fest23-24 World Tour Promo,15900,0,,,,,,先行出品,210.98
2026-05-08,141265801,Pokemon,072,Greninja & Zoroark Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15800,3,101.66,288.36,191.78,153.04,89%,NO-GO,
2026-05-08,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12700,9,95.63,75.00,172.98,126.39,81%,NO-GO,
2026-05-08,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18900,58,150.00,149.00,225.18,179.69,50%,NO-GO,
2026-05-08,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,17000,21,125.00,120.00,204.71,163.36,64%,NO-GO,
2026-05-08,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,14,74.99,74.99,164.74,120.37,120%,NO-GO,
2026-05-09,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,14000,77,124.99,119.00,172.37,137.55,38%,保留,172.98
2026-05-09,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,15300,1102,100.00,100.00,203.55,148.72,104%,NO-GO,
2026-05-09,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16980,80,62.00,70.00,223.32,163.17,260%,NO-GO,
2026-05-09,89740092,Dragon Ball Super Card Game,FS02-04,Son Goku BCGF23-24 World Tour,Bandai Card Games Fest23-24 World Tour Promo,15900,0,,,,,,先行出品,210.98
2026-05-09,141265801,Pokemon,072,Greninja & Zoroark Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15800,4,216.80,289.84,176.84,153.02,-18%,GO,205.98
2026-05-09,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12700,11,89.00,75.00,172.96,126.37,94%,NO-GO,
2026-05-09,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18900,57,150.00,155.00,225.16,179.67,50%,NO-GO,
2026-05-09,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16999,20,130.15,120.00,204.68,163.33,57%,NO-GO,
2026-05-09,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,15,79.97,79.97,164.72,120.35,106%,NO-GO,
2026-05-09,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,14000,77,124.99,119.00,172.40,137.57,38%,保留,172.98
2026-05-09,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,15300,1106,100.00,100.00,203.59,148.75,104%,NO-GO,
2026-05-09,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16980,80,62.00,70.00,223.36,163.20,260%,NO-GO,
2026-05-09,89740092,Dragon Ball Super Card Game,FS02-04,Son Goku BCGF23-24 World Tour,Bandai Card Games Fest23-24 World Tour Promo,15900,4,207.78,163.40,177.87,153.91,-14%,GO,197.98
2026-05-09,141265801,Pokemon,072,Greninja & Zoroark Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15800,4,228.21,289.84,176.87,153.05,-22%,GO,216.98
2026-05-09,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12700,11,89.00,75.00,172.99,126.40,94%,NO-GO,
2026-05-09,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18900,57,150.00,155.00,225.20,179.71,50%,NO-GO,
2026-05-09,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16999,20,130.15,120.00,204.72,163.36,57%,NO-GO,
2026-05-09,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,84.27,79.97,164.76,120.38,96%,NO-GO,
2026-05-09,141910668,Pokemon,228,Mega Lucario Ex Mega Attack,POKEMON JAPANESE M2A-MEGA DREAM EX,12999,63,110.99,110.99,161.62,128.97,46%,保留,161.98
2026-05-09,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,13500,77,124.99,119.00,167.01,133.27,34%,保留,167.98
2026-05-09,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16980,80,62.00,70.00,223.36,163.20,260%,NO-GO,
2026-05-09,89740092,Dragon Ball Super Card Game,FS02-04,Son Goku BCGF23-24 World Tour,Bandai Card Games Fest23-24 World Tour Promo,15900,4,207.78,163.40,177.87,153.91,-14%,GO,197.98
2026-05-09,141265801,Pokemon,072,Greninja & Zoroark Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15800,4,228.21,289.84,176.87,153.05,-22%,GO,216.98
2026-05-09,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,11,89.00,75.00,170.64,124.68,92%,NO-GO,
2026-05-09,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18900,57,150.00,155.00,225.20,179.71,50%,NO-GO,
2026-05-09,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16999,20,130.15,120.00,204.72,163.36,57%,NO-GO,
2026-05-09,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,84.27,79.97,164.76,120.38,96%,NO-GO,
2026-05-09,141910668,Pokemon,228,Mega Lucario Ex Mega Attack,POKEMON JAPANESE M2A-MEGA DREAM EX,12999,63,110.99,110.99,161.62,128.97,46%,保留,161.98
2026-05-09,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16980,80,62.00,70.00,223.36,163.20,260%,NO-GO,
2026-05-09,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,11,89.00,75.00,170.64,124.68,92%,NO-GO,
2026-05-09,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18900,57,150.00,155.00,225.20,179.71,50%,NO-GO,
2026-05-09,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16999,20,130.15,120.00,204.72,163.36,57%,NO-GO,
2026-05-09,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,84.27,79.97,164.76,120.38,96%,NO-GO,
2026-05-10,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16980,79,62.00,70.00,223.32,163.17,260%,NO-GO,
2026-05-10,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,10,95.63,79.00,170.61,124.65,78%,NO-GO,
2026-05-10,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18800,56,150.00,155.00,224.08,178.81,49%,保留,224.98
2026-05-10,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16900,20,130.15,120.00,203.61,162.48,56%,NO-GO,
2026-05-10,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,18,84.27,74.99,164.72,120.35,95%,NO-GO,
2026-05-10,140514349,Pokemon,024,Flying Pikachu Vmax 25th Anniversary Coll-Fa,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,19800,0,,,,,,先行出品,256.98
2026-05-10,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16950,79,69.99,70.00,222.97,162.91,219%,NO-GO,
2026-05-10,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,10,95.63,79.00,170.61,124.65,78%,NO-GO,
2026-05-10,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18800,58,159.97,155.00,224.08,178.81,40%,保留,224.98
2026-05-10,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16800,20,130.15,120.00,202.53,161.62,56%,NO-GO,
2026-05-10,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,18,84.27,74.99,164.72,120.35,95%,NO-GO,
2026-05-10,140514349,Pokemon,024,Flying Pikachu Vmax 25th Anniversary Coll-Fa,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,19800,0,,,,,,先行出品,256.98
2026-05-10,138887746,Pokemon,119,Pidgeotto Art,POKEMON JAPANESE SV3-RULER OF THE BLACK FLAME,8900,4,85.00,85.00,128.25,93.70,51%,NO-GO,
2026-05-11,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16950,78,69.99,70.00,222.65,162.68,218%,NO-GO,
2026-05-11,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,9,95.63,79.00,170.37,124.48,78%,NO-GO,
2026-05-11,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16800,20,130.15,120.00,202.25,161.39,55%,NO-GO,
2026-05-11,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,79.97,74.99,164.49,120.19,106%,NO-GO,
2026-05-11,141354212,Pokemon,232,Iono's Wattrel SV9 Box Purchase Campaign,POKEMON JAPANESE SV-P PROMO,7600,222,50.00,50.00,124.25,82.41,148%,NO-GO,
2026-05-11,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16950,78,69.99,70.00,222.65,162.68,218%,NO-GO,
2026-05-11,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,9,95.63,79.00,170.37,124.48,78%,NO-GO,
2026-05-11,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16800,20,130.15,120.00,202.25,161.39,55%,NO-GO,
2026-05-11,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,79.97,74.99,164.49,120.19,106%,NO-GO,
2026-05-11,141432594,Pokemon,091,Wigglytuff Art,POKEMON JAPANESE M2-INFERNO X,7800,67,63.89,59.99,115.15,84.13,80%,NO-GO,
2026-05-11,144686074,Pokemon,066,Exeggutor Art,POKEMON JAPANESE M1L-MEGA BRAVE,6900,37,49.99,49.99,115.19,76.40,130%,NO-GO,
2026-05-11,144773612,One Piece Card Game,009,Trafalgar Law,The Azure Sea's Seven,12700,4,94.99,94.99,172.72,126.19,82%,NO-GO,
2026-05-11,144686067,Pokemon,085,Piplup Art,POKEMON JAPANESE M2-INFERNO X,8400,74,76.09,73.97,122.20,89.28,61%,NO-GO,
2026-05-11,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,9,95.63,79.00,170.39,124.50,78%,緩和 (薄商い),170.98
2026-05-11,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16800,20,130.15,120.00,202.28,161.41,55%,NO-GO,
2026-05-11,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,79.97,74.99,164.52,120.20,106%,NO-GO,
2026-05-11,141432594,Pokemon,091,Wigglytuff Art,POKEMON JAPANESE M2-INFERNO X,7800,67,63.89,59.99,115.16,84.14,80%,NO-GO,
2026-05-11,144686074,Pokemon,066,Exeggutor Art,POKEMON JAPANESE M1L-MEGA BRAVE,6900,36,49.99,48.00,115.20,76.41,130%,NO-GO,
2026-05-11,144773612,One Piece Card Game,009,Trafalgar Law,The Azure Sea's Seven,12700,4,94.99,94.99,172.74,126.21,82%,緩和 (薄商い),172.98
2026-05-11,144686067,Pokemon,085,Piplup Art,POKEMON JAPANESE M2-INFERNO X,8400,74,76.09,73.97,122.21,89.29,61%,NO-GO,
2026-05-11,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16950,78,69.99,70.00,222.69,162.70,218%,NO-GO,
2026-05-11,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,8,116.00,129.99,156.01,124.50,34%,緩和 (薄商い),156.98
2026-05-11,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16800,19,130.15,131.88,202.28,161.41,55%,NO-GO,
2026-05-11,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,79.97,74.99,164.52,120.20,106%,NO-GO,
2026-05-11,138887746,Pokemon,119,Pidgeotto Art,POKEMON JAPANESE SV3-RULER OF THE BLACK FLAME,8900,4,85.00,85.00,128.09,93.59,51%,緩和 (薄商い),128.98
2026-05-11,141354212,Pokemon,232,Iono's Wattrel SV9 Box Purchase Campaign,POKEMON JAPANESE SV-P PROMO,7600,226,50.00,50.00,124.26,82.42,149%,NO-GO,
2026-05-11,141432594,Pokemon,091,Wigglytuff Art,POKEMON JAPANESE M2-INFERNO X,7800,67,63.89,59.99,115.16,84.14,80%,NO-GO,
2026-05-11,144686074,Pokemon,066,Exeggutor Art,POKEMON JAPANESE M1L-MEGA BRAVE,6900,36,49.99,48.00,115.20,76.41,130%,NO-GO,
2026-05-11,144773612,One Piece Card Game,009,Trafalgar Law,The Azure Sea's Seven,12700,4,94.99,94.99,172.74,126.21,82%,緩和 (薄商い),172.98
2026-05-11,144686067,Pokemon,085,Piplup Art,POKEMON JAPANESE M2-INFERNO X,8400,74,76.09,73.97,122.21,89.29,61%,NO-GO,
2026-05-11,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,16950,78,69.99,70.00,222.69,162.70,218%,緩和,222.98
2026-05-11,142568904,Pokemon,091,Gyarados Ex Super,POKEMON JAPANESE SV1S-SCARLET EX,12500,8,116.00,129.99,156.01,124.50,34%,緩和,156.98
2026-05-11,142568915,Pokemon,001,Snorlax Gx Sun & Moon,POKEMON JAPANESE SM PROMO,16800,19,130.15,131.88,202.28,161.41,55%,緩和,202.98
2026-05-11,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,79.97,74.99,164.52,120.20,106%,緩和,164.98
2026-05-11,138887746,Pokemon,119,Pidgeotto Art,POKEMON JAPANESE SV3-RULER OF THE BLACK FLAME,8900,4,85.00,85.00,128.09,93.59,51%,緩和,128.98
2026-05-11,141354212,Pokemon,232,Iono's Wattrel SV9 Box Purchase Campaign,POKEMON JAPANESE SV-P PROMO,7600,226,50.00,50.00,124.26,82.42,149%,緩和,124.98
2026-05-11,141432594,Pokemon,091,Wigglytuff Art,POKEMON JAPANESE M2-INFERNO X,7800,67,63.89,59.99,115.16,84.14,80%,緩和,115.98
2026-05-11,144686074,Pokemon,066,Exeggutor Art,POKEMON JAPANESE M1L-MEGA BRAVE,6900,36,49.99,48.00,115.20,76.41,130%,緩和,115.98
2026-05-11,144773612,One Piece Card Game,009,Trafalgar Law,The Azure Sea's Seven,12700,4,94.99,94.99,172.74,126.21,82%,緩和,172.98
2026-05-11,144686067,Pokemon,085,Piplup Art,POKEMON JAPANESE M2-INFERNO X,8400,75,76.09,73.97,122.21,89.29,61%,緩和,122.98
2026-05-11,144247200,Pokemon,080,Cynthia's Garchomp Ex Super,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,12000,17,79.97,74.99,164.34,120.07,105%,緩和,164.98
